文章,发表年份,主题词
远程手术拉响5G医院建设序曲.pdf,2019,"['5G', '远程手术', '医疗数字化', '人工智能', '心脏微创手术', '广东省人民医院', '高州市人民医院', '远程医疗', '医疗费用', '智慧医院']"
“互联网+”助推医院档案文化的发展——以肇庆市高要区人民医院为例.pdf,2017,
四川省智慧中医医院评审指标体系构建研究.pdf,2023,
医院智慧型信息化战略探析.pdf,2017,"['全球作战保障系统', '军事训练', '作战保障', '联合作战', '信息化建设', '系统化管理', '智能化网络']"
智慧医院建设背景下公立医院智慧财务建设实践探索.pdf,2023,"['智慧医院', '智慧财务', '公立医院', '医疗服务', '信息化建设', '财务管理', '支付模式', '资金风险', '票据管理', '财务数据安全']"
医院智慧管理建设背景下印章管理系统构建实践.pdf,2022,"['印章管理', '信息系统', '智慧医院']"
大数据背景下智慧医院固定资产精细化管理探讨.pdf,2019,"['智慧医院', '固定资产', '精细化管理', '大数据', '医疗行业', '财务管理', '医疗腐败', '信息化技术', '医院管理', '资产管理']"
数字医生与平行医疗：从医疗知识自动化到系统化智能医学_王飞跃.pdf,2021,"['人工智能', '平行智能', '数字医生', '数字孪生', '元宇宙', '平行医生', '平行医院', '联邦医院']"
智慧医院智能化系统解决方案——以新建石家庄市儿童医院(市妇幼保健院)为例.pdf,2022,"['智慧医院', '智能化系统', '医疗信息化', '楼宇自控系统', '综合布线系统', '信息网络系统', '能耗监测系统', '智能照明系统', '视频监控系统', '门禁控制系统', '电子巡更系统', '停车场管理系统', '机房工程系统', '楼宇设备自动控制系统', '医院智能化解决方案']"
医院智慧档案馆的信息安全管理探析.pdf,2019,"['医院', '智慧档案馆', '信息安全', '互联网+', '数据存储', '数据利用', '信息安全管理', '信息专业技术人才', '信息数据标准化', '信息资源共享']"
某三级综合医院微创外科智慧医疗协同平台设计与应用.pdf,2021,"['远程协同医疗', '微创外科', '云平台', '优质医疗服务', '分级诊疗政策']"
利用AI技术实现院级全闭环随访平台的设计与应用探讨_朱甬倩.pdf,2021,"['随访平台', '人工智能', '闭环管理', '医院管理']"
脱贫地区YY医院智慧化建设方案和对策.pdf,2022,
医疗健康物联网建设探讨.pdf,2023,"['智慧医院', '医疗健康物联网', '智慧医疗', '智慧管理', '信息化建设']"
融汇中西医智慧探寻肺癌转移的“阿喀琉斯之踵”——上海中医药大学附属龙华医院田建辉肺癌转移团队介绍.pdf,2018,"['肺癌转移', '中西医结合', '肿瘤免疫学', '正虚伏毒', '精准医疗', '循环肿瘤细胞', '肿瘤干细胞', '人工智能', '扶正治癌', '调神治癌']"
智慧医院打造舒适医疗.pdf,2018,"['智慧医院', '医院管理团队', '患者服务与体验', '医院信息化应用', '特色专科发展', '智慧医疗', '康复医学中心', '急救创伤救治中心', '肿瘤诊疗中心', '口腔诊疗中心', '孕产妇及新生儿救治中心']"
以知识图谱为基础的风险控制体系在智慧医院招标采购中的构建与应用.pdf,2024,"['知识图谱', '风险控制体系', '智慧医院', '招标采购']"
到2020年电子病历要建到什么程度_医政医管局提出具体要求!.pdf,2018,
智慧医院在医院后勤管理中的研究与实践.pdf,2020,
智慧医院智慧服务和运维平台构建与运行服务研究.pdf,2020,"['智慧医院', '智慧服务和运维平台', '构建', '运行服务']"
国药集团在智慧医疗领域的探索与发展.pdf,2020,"['智慧医疗', '国药实践', '发展模式']"
基于智慧医院建设的信息化管理模式探讨与应用研究.pdf,2023,"['智慧医院建设', '信息化管理', '管理模式', '应用']"
深度机器学习辅助医院智能化管理.pdf,2018,"['深度学习', '机器学习', '人工智能', '医院管理', '智能化管理']"
公立医院智慧财务建设探析.pdf,2023,"['公立医院', '智慧财务', '建设']"
基于医院信息平台的智慧手术室建设及应用_牛文娣.pdf,2023,"['智慧手术室', '医院信息平台', '数字化手术室', '手术室管理', '物联网技术', '身份识别技术', '手术室信息化', '手术流程优化', '耗材管理', '医疗行为管理']"
用“智慧”构建智慧·生态医院.pdf,2017,"['智慧医院', '生态医院', '互联网+医疗', '智慧生态', '分级诊疗', '医疗信息化', '人工智能', '大数据', '远程医疗', '医疗服务体系', '医疗资源整合', '医疗质量', '医疗安全', '医疗效率', '患者体验', '医疗创新', '医疗管理']"
智慧健康服务模式研究.pdf,2016,"['智慧健康', '智慧城市', '健康数据', '服务模式']"
浅析基于数字孪生技术的智慧医院后勤运维场景应用_李婷婷.pdf,2022,"['数字孪生', '智慧医院', '运维场景']"
电子病历信息所有权归患者任何人和机构无权擅用.pdf,2019,"['智能监控', '医保基金监管', '数据安全', '电子病历信息化', '3D生物打印系统']"
以患者为中心的智慧医院体系建设探索与实践.pdf,2020,"['智慧医院', '智慧医疗', '智慧服务', '智慧管理', '电子病历', '互联网+医疗健康', '智慧医院建设框架', '智慧医院建设体系']"
智慧药学在医院药学中的应用进展.pdf,2023,"['智慧药学', '药学服务', '医院药学']"
智慧养老的现状及其未来应用模式研究.pdf,2023,"['智慧养老', '智能居家', '养老体系', '未来应用模式']"
“5G+医疗”时代应科学审慎探索.pdf,2019,"['基层医疗卫生机构', '信息化建设', '5G技术', '远程医疗', '生殖系基因编辑']"
智能健康设备的设计与应用前景.pdf,2018,
智能轨道小车构建医院智慧物流——厦门弘爱医院智慧物流项目.pdf,2020,"['晶华微电子', '红外测温芯片', '万集科技', '激光雷达', '智能交通系统', '江苏省计量院', '汽车底盘测功机', '赛摩智能', '智能轨道小车物流系统', '上海计量院', '计量专业项目考核']"
浅谈物联网技术在智慧医院建设中的应用.pdf,2020,"['物联网', '信息化建设', '智慧医院', '患者信息管理', '智慧门诊就医体系', '婴儿防盗管理', '药品发放', '移动医疗', '高值耗材管理']"
2024年《中国数字医学》编辑出版重点选题计划.pdf,2024,"['数字化整合型医疗卫生服务体系', '智慧医院建设', '互联网+医疗健康', '健康医疗大数据分析与利用', '公共卫生体系数字化建设', '智能医学和数字诊疗', '数字化医工融合发展', '数字中医药发展', '医疗信创、信息安全和密码应用', '医学信息学学科体系建设']"
云计算技术在智慧医院信息服务中的应用_96F8153DA4971A78CF4772FE4E7E2AB6.pdf,2024,"['云计算技术', '物联网', '智慧医院', '信息服务', '医院']"
智慧医院中央空调系统节能控制与运维管理.pdf,2022,"['智慧医院', '中央空调系统', '节能控制', '运维管理']"
公立医院智慧医疗服务平台构建探析.pdf,2017,"['云服务', '医疗信息化', '智慧医疗']"
“智”时代医院的信息化建设分析.pdf,2020,"['智慧医院', '信息化建设', '医疗服务', '信息系统', '互联网技术', '云健康平台', '即时通信服务', '信息管理体系', '医疗服务平台架构', '信息化功能体系', '信息系统完善', '智慧健康云平台', '辅助诊疗功能', '新媒体载体联动']"
顾建英：信息化筑牢疫情新防线.pdf,2020,"['信息化', '人工智能', '抗疫', '5G技术', '远程会诊', '消毒机器人', '互联网+医疗健康', '智慧医院', '国际交流', '疫情防控']"
5G技术在智慧医疗领域的应用场景浅析.pdf,2020,"['5G', '智慧医疗', '物联网']"
大数据智慧管理技术下医院信息安全系统构建及措施研究.pdf,2023,"['大数据', '智慧管理技术', '医院信息安全系统', '构建要点', '预防措施']"
智慧后勤时代医院垃圾分类管理实践与探索.pdf,2023,"['智慧后勤时代', '医院', '垃圾分类', '管理路径', '实践']"
智慧医院建设及应用场景的研究与实践.pdf,2018,"['智慧医院', '智慧应用', '智慧平台', '人工智能', '大数据', '临床辅助诊断']"
肺结核X线胸片智能辅助诊断...统在基层医院的临床效能评价_张修磊.pdf,2021,"['开放科学', '标识码', '二维码', '线上扩展功能', '人工智能', '肺结核', 'X线胸片', '智能辅助诊断系统', '临床效能评价']"
三甲公立医院智慧医疗服务平台的建设实践与应用效果.pdf,2020,"['智慧医疗服务平台', '智慧医院', '医疗服务模式', '应用效果']"
数字化赋能全流程DRG运营管理的探索与实践.pdf,2023,"['全流程', '疾病诊断相关分组', '数字化', '运营管理', '智慧医院']"
基于人工智能下医院耳鼻咽喉科网络安全信息化的建设_何丽君.pdf,2021,"['人工智能', '耳鼻咽喉科', '网络安全信息化']"
基于现代医院管理制度的医院智慧档案管理模式探索.pdf,2023,"['医院智慧档案管理模式', '现代医院管理制度', '智慧医院']"
基于模糊聚类的智慧医院多源异构数据整合系统.pdf,2022,"['模糊聚类', '多源异构数据', '处理电路', '相似矩阵']"
校院联姻时期医院优化人力资源管理的特色模式.pdf,2020,"['校院联姻', '人力资源', '优化管理', '模式']"
C公司5G+医疗健康业务发展策略研究.pdf,2021,
我国智慧医院发展情况与趋势分析.pdf,2022,"['智慧医院', '信息化', '发展历程', '发展趋势']"
基于物联网的智慧型医院管理服务模式探析.pdf,2018,"['物联网', '智慧型医院', '管理服务模式', '数字化', '互联互通', '智能化']"
Techcon楼控服务南川新城区中医院智能化建设.pdf,2016,"['瑞能半导体', '恩智浦', '北京建广资产管理', '功率半导体', '智能制造', '《中国制造2025》', '功率转换效率', '智能家电', '交通', '电信', '能源', '功率产品', '工业4.0', '功率半导体器件', '市场机遇']"
5G时代医院精细化运营管理实践探索与发展完善.pdf,2021,"['5G', '智慧医院', '精细化', '运营管理']"
建设韧性城市提升抗险能力.pdf,2020,
大数据背景下我国智慧医疗行业研究热点领域挖掘——基于CNKI题录数据分析.pdf,2021,"['智慧医疗', '大数据', '共词分析', '研究热点']"
强化“智慧服务”便捷患者就医.pdf,2021,"['智慧医院', '智慧服务', '医疗服务', '卫生健康事业', '远程医疗', '医疗资源整合', '患者就医体验']"
智慧医院建筑的未来展望.pdf,2017,"['智慧医院', '一体化建筑设计', '医疗科技', '医院建设', '医疗建筑', '医院管理', '智慧医疗', '医疗工艺设计', '信息化建设']"
共话智慧医院建设.pdf,2022,"['智慧医院建设', '患者服务', '数字化转型', '政策诉求', '医疗服务', '人工智能', '云计算', '医疗质量', '互联网医疗', '医保支付政策']"
智慧医院信息化与智能化设计方案研究.pdf,2020,"['智慧医院', '信息化', '智能化', '设计方案']"
智慧医院与绿色医院的建筑节能设计初探.pdf,2020,"['智慧医院', '绿色医院', '建筑工程', '节能设计']"
武汉协和医院：SDN网络技术助力医院高质量发展_吴文俊.pdf,2023,"['SDN网络技术', '医院高质量发展', '智慧化管理', '运维效率', '网络安全', '医疗信息化', '物联网应用']"
中国医疗大数据应用技术国家...物联感知网技术白皮书》报告_云仲伦.pdf,2023,"['船舶网络安全', '医疗物联感知网', 'RedCap技术产业']"
基于智慧财务背景的医院综合支付对账管理平台构建探究.pdf,2022,"['智慧财务', '对账平台', '财务管理']"
河南智慧医院标杆打造记.pdf,2023,"['智慧医院', '电子病历', '智慧服务', '智慧管理', '数字化转型', '医疗信息化', '患者体验', '医疗质量']"
基于大数据的医院智慧管理平台建设研究.pdf,2022,"['大数据', '医院智慧管理平台', '智慧护理平台', '智慧临床平台']"
借力信息化再造流程.pdf,2017,"['智慧医疗', '信息化', '医院管理', '患者满意度', '医患关系', '流程再造']"
智慧医院的健康管理平台建设探索.pdf,2021,"['智慧医院', '健康管理平台', '建设']"
智慧医院建设背景下的干部人事档案管理研究.pdf,2023,"['智慧医院', '智慧管理', '干部人事档案', '档案管理']"
资源整合视角下中医医院就医服务的智慧化建设.pdf,2021,"['资源整合', '中医医院', '就医服务', '信息化管理', '信息孤岛', '智慧建设']"
基于可视化数字视频平台在智慧医院的应用.pdf,2017,"['可视化', '数字平台', '智慧医院', '虚拟现实', '物联网']"
智慧医院发展沿革与模式探索.pdf,2023,"['智慧医院', '医院建设', '运营实践', '应用场景']"
应用数字化劳动力实现基层智慧治理——全国政协委员、民革北京市委副主委首都医科大学附属北京中医医院急诊科主任姚卫海.pdf,2021,"['数字化劳动力', '基层智慧治理', '人工智能', '机器人流程自动化', '生产效率', '信息安全', '员工幸福感', '人机协同']"
现代医院智慧物流系统集成规划设计与应用.pdf,2017,"['现代医院建设', '智慧物流', '系统集成规划设计与应用']"
基于WiFi定位的智慧医院系统.pdf,2015,"['医院导航系统', 'WiFi定位技术', 'J2EE架构', 'LBS位置服务']"
智慧医院应急管理在医疗护理质量安全体系中的实践研究.pdf,2024,"['智慧医院', '应急管理', '医疗护理', '质量', '安全体系', '信息系统']"
浅谈医学工程科在智慧医院建设中的作用.pdf,2015,"['医学工程科', '智慧医院', '学科建设']"
智慧医疗视角下医院资产管理研究_许红玲.pdf,2023,"['智慧医疗', '医院', '资产管理']"
谈医院建筑的前瞻性设计.pdf,2018,"['医院建筑', '建筑设计', '前瞻性设计']"
医药产品医院院内物流团体标准助力医院向智慧医院转型升级.pdf,2023,"['SPD服务', '智慧医院', '医药产品物流', '医保控费', '团体标准', '物流服务规范', '医用耗材管理', '信息化管理']"
“芯”相联通必达——芯联达科技数字化医院智慧医疗整体解决方案.pdf,2014,"['智慧医疗', '移动医疗', '数字化医院', '医疗信息化', '远程医疗', '医疗数据集成', '医疗大数据', '医疗信息共享', '医疗技术创新', '医疗行业合作']"
基于文献计量分析的医院多院区建设研究.pdf,2024,"['文献计量法', '多院区', '医院', '同质化']"
队属医院信息化建设存在的问题及发展规划研究.pdf,2020,"['队属医院', '信息化', '发展规划', '精准医疗', '智慧医院']"
关于物联网在智慧医院物资保障中的运用探讨.pdf,2018,"['物联网', '智慧医院', '物资保障']"
医院智慧后勤服务平台项目研究.pdf,2021,"['设备管理', '维修', '医院后勤管理', '智慧后勤服务平台', '智能化系统', '能源管理', '设备信息化管理', '后勤服务', '安全环保敏感SSCs识别', '核电厂']"
智慧财务建设对公立医院内部控制的影响.pdf,2023,"['智慧财务建设', '公立医院', '内部控制', '大数据', '数字化转型', '财务管理', '风险控制', '资源配置', '业务流程优化', '信息化']"
智慧医院门诊APP在预约服务中的应用.pdf,2021,"['智慧医院', 'APP', '门诊', '预约服务', '质量与信息化']"
海南金融动态.pdf,2015,"['金融动态', '信用证项下进口押汇业务', '政策性牡蛎风力指数保险', '智慧医院', '橡胶树风灾指数保险', '跨境投资贸易', '一带一路建设']"
支付宝未来医院助力智慧医疗能否替代“卡”模式.pdf,2014,"['支付宝', '未来医院', '智慧医疗', '移动医疗', '电子处方', '医保实时报销', '健康管理平台']"
医院智能化建设及其在智慧医疗发展中的作用1.pdf,2015,"['医院智能化建设', '智慧医疗', '数字化医院', '智能化系统']"
智慧医疗模式下的医院网络安全管理.pdf,2020,"['智慧医疗', '医院网络', '网络安全', '安全管理']"
互联网医院在智慧养老中的应用及思考.pdf,2023,"['互联网医院', '人口老龄化', '智慧养老']"
智慧方案助力提升医院人力资源管理质量.pdf,2021,"['智慧化', '信息化', '人力资源管理']"
我国医院智慧后勤研究.pdf,2023,"['医院', '智慧后勤', '建设原则']"
基于信息化系统建设的智慧医院财务管理策略.pdf,2023,"['信息化系统', '智慧医院', '财务管理']"
基于ChatGPT的医院租金收入财务管理智能化浅探_周莹.pdf,2024,"['ChatGPT', '公立医院', '智慧医院', '租金收入', '智能化']"
我国加快智慧医院建设步伐.pdf,2020,"['智慧医院', '预约诊疗制度', '互联网诊疗', '互联网医院', '医疗服务', '医疗质量', '信息安全']"
云计算技术在智慧医院信息服务中的运用初探.pdf,2019,"['云计算', '智慧医院', '信息服务']"
公立医院智慧党建信息平台建设的实践研究.pdf,2023,"['医院', '智慧党建平台', '实践研究']"
智慧财务提升精神专科医院管理质量的探究.pdf,2020,"['智慧财务', '医院管理', '信息化']"
物联网技术在智慧医院建设中的应用.pdf,2023,"['物联网技术', '智慧医院', '医疗信息化', '数据管理', '医疗服务']"
基于卡码融合的智慧医院就医流程再造_张涛.pdf,2024,"['卡码融合', '智慧医院', '流程再造']"
绿色智慧医院发展趋势及建设方向探讨_张泰林.pdf,2023,"['智慧医院', '信息技术', '物联网', 'AI', '智能化']"
基于智慧医院管理的医院信息化建设研究.pdf,2023,"['智慧医院', '医院信息化建设', '智慧医疗', '健康中国', '信息化管理', '临床信息系统', '电子病历系统', '临床数据中心平台', '信息安全', '人才培育']"
助推智慧医院建设医院物流机器人成关键.pdf,2022,"['智慧医院建设', '医院物流机器人', '物流系统', '医疗体制改革', '非接触式作业', '交叉感染风险', '劳动力短缺', '智能化建设', 'AGV机器人', '自动化效率']"
绿色智慧医院解决方案综述.pdf,2012,"['绿色智慧医院', '信息化', '智能化', '解决方案', '医疗质量', '工作效率', '病历电子化', '决策科学化', '办公自动化', '网络区域化', '软件标准化']"
移动支付技术应用助力医院智慧财务结算.pdf,2021,"['移动支付技术', '住院结算', '医院智慧财务结算']"
移动医疗企业“H大夫在线”商业模式研究.pdf,2019,
新时期北京市公立医院高质量发展模式探索.pdf,2024,"['公立医院', '高质量发展', '现代化医院管理制度', '智慧医院', '医联体', '创新转化']"
基于AI+安防在医疗智慧化运营中的应用浅析.pdf,2020,"['AI+安防', '智慧医疗', '数据感知', '数据分析', '智慧医院', '人脸识别', '安全保障', '智慧化运营', '精细化管理', '大数据', '云计算', '物联网', '人工智能']"
基于业财融合视角下的公立医院智慧财务体系分析.pdf,2020,"['公立医院', '业财融合', '智慧财务体系']"
FW公立医院智慧财务资金管理优化研究_宋斐.pdf,2021,
BIM在医院智慧后勤建设与运维管理中的应用实践.pdf,2022,"['BIM技术', '后勤信息系统', '智慧后勤管理', '数据驱动']"
5G时代的全光网络智慧医院设计.pdf,2023,"['5G', '全光网络', '智慧医院', 'PON网技术', 'POL全光网']"
施耐德电气赋能医院安全、智慧升级.pdf,2019,"['视频监控', '室外电子设备箱', '团体标准', '施耐德电气', '智慧医院', '数字化解决方案', 'HDL', '智能建筑', '智慧产业']"
基于人工智能技术的我国某县...电子病历质控系统的应用研究_孟依凡.pdf,2023,"['医院管理', '电子病历', '质量控制', '人工智能']"
基于服务流程优化的智慧门诊建设实践.pdf,2020,"['智慧医院', '门诊流程优化', '就医体验', '在线支付']"
基层医院如何做好医疗设备全生命周期管理.pdf,2020,"['医疗设备', '制度', '管理', '全生命周期', '绩效考核', '公立医院', '临床工程', '预防性维护', '信息化建设', '智慧医院']"
实施三抓三提升加快智慧医院建设.pdf,2021,"['智慧医院', '信息化', '医疗服务', '电子病历', '智慧医疗', '智慧管理', '患者体验', '医疗质量', '运营效能']"
智慧医院建设实践中的问题及解决对策.pdf,2024,"['智慧医院建设', '一院多区', '医疗需要', '患者', '医护工作者', '互联网']"
基于大数据的医院医保智能精准监管体系的探索.pdf,2023,"['医保基金', '大数据分析', '智慧医院', '精准监管']"
业财融合背景下医院智慧财务平台模块化建设研究.pdf,2022,"['业财融合', '智慧财务', '模块化']"
公立医院基层党组织“智慧党建”的工作探索.pdf,2022,
BIM技术在医院智慧后勤建设与运维管理中的应用实践.pdf,2023,"['BIM技术', '智慧后勤管理', '运维', '医院后勤信息系统', '数据可视化', '系统及数据互通', '后勤运维报修流程', '后勤管理成本', '突发事件应急管理']"
医院发热门诊智慧药房药事服务模式实践与探讨.pdf,2024,"['智慧药房', '用药指导', '发热门诊', '药事服务']"
北京妇产医院_智慧医疗“更”优解.pdf,2018,"['智慧医疗', '北京妇产医院', '乐活APP', '便民服务', '数据安全', '实时信息查询', '互联网+医疗']"
“互联网+”背景下的智慧医院文化评价指标体系的构建研究.pdf,2017,"['互联网+', '智慧医院', '文化建设', '指标体系']"
医院智慧财务信息化升级路径探索.pdf,2022,"['医院智慧财务', '信息化升级', '建设要点', '路径']"
医院门诊医卡通使用现状分析.pdf,2018,"['医院财务管理', '财务风险评估', '固定资产管理', '内部宣传', '信息化管理平台', '医卡通', '自助交费机', '支付模式', '智慧医院']"
基于BIM数字孪生技术的医院后勤成本智慧化管理探索_李杏.pdf,2023,"['成本管理', 'BIM数字孪生', '智慧化']"
后疫情时代医院智慧后勤管理建设探析.pdf,2022,"['后疫情时代', '医院', '智慧后勤', '建设']"
智慧医院建设背景下的干部人事档案数字化实现路径.pdf,2023,
医院行政管理智慧化建设思路探讨.pdf,2021,"['医院行政管理', '智慧化建设', '建设思路探讨']"
二维码技术在智慧医院信息化建设的应用.pdf,2018,"['二维码技术', '医院信息化', '应用', '安全性', '移动医疗服务']"
“三位一体”智慧医院建设的前路和远方.pdf,2023,"['智慧化', '信息化', '智慧医院', '电子病历', '智慧服务', '智慧管理', '数字健康', '医疗信息化', '公立医院高质量发展', '数字中国建设']"
常州市第二人民医院——打造智慧药事管理新模式.pdf,2021,"['互联网医院', '智慧药事管理', '在线药事服务', '慢性病管理', '个性化用药指导', '胰岛素冷链配送', '居家腹透患者互联网诊疗']"
智慧财务建设对公立医院内部控制影响研究.pdf,2023,"['智慧财务建设', '公立医院', '内部控制']"
全国最大的神经系统疾病信息平台是这样建起来的!.pdf,2019,"['e-Healthcare', '信息化质控', '智慧医院建设', '神经系统疾病', '医疗质量控制', '多学科联合诊疗', '医疗数据分析', '远程医疗指导']"
基于智慧医疗的医院网络安全管理研究.pdf,2022,"['智能制造', '智慧医疗', '医院网络安全管理', '课程建设', '信息安全']"
面向智慧医疗的无线异构网络共存性能优化研究.pdf,2020,
“互联网+”时代下智慧医院建设的实践和思考.pdf,2020,"['互联网＋', '智慧医院', '信息化', '大数据', '人工智能', '智慧医疗', '智慧服务', '智慧管理', '电子病历', '医院信息化建设']"
基于“互联网+”智慧医院的医联体建设.pdf,2017,"['分级诊疗', '医联体', '互联互通', '信息安全', '数据中心']"
人工智能技术在护理安全管理中的应用研究进展_任宏飞.pdf,2022,"['人工智能', '病人安全', '护理', '医院感染', '压力性损伤', '跌倒', '综述']"
医院智慧后勤运维平台设备报警功能优化与实现.pdf,2024,"['智慧后勤', '运维平台', '设备', '报警功能', '优化']"
医院发热门诊智慧药房探索实践.pdf,2023,
现代医院后勤设备数据模型的构建和应用.pdf,2023,"['后勤设备', '数据模型', '全生命周期', '预防式维护', '智慧医院']"
儿童病专科医院实名制智慧预约就诊流程探讨.pdf,2018,"['实名制就诊', '智慧预约', '就医体验', '人脸识别', '医疗信息化']"
医院信息机房的设计重点.pdf,2019,"['信息机房', '模块化', '智慧医院']"
基于“互联网+智慧医疗”的医院信息化平台建设探究.pdf,2023,"['互联网+智慧医疗', '医院信息化平台', '医疗服务模式', '大数据分析', '软件框架', '硬件框架', '业务框架', '运作流程', '功能设计']"
大数据和人工智能背景下公立医院财务转型探析.pdf,2019,"['大数据', '人工智能', '公立医院', '财务转型']"
智慧医疗背景下城市社区医院服务体验的优化设计研究.pdf,2021,"['服务设计', '智慧医疗', '社区医院', '服务系统', '优化设计']"
智慧门诊系统对口腔专科医院门诊服务改善效果评价.pdf,2019,"['口腔医疗服务', '口腔医院管理', '口腔CSSD追溯系统', '智慧门诊系统', '医疗质量管理', '口腔门诊信息化', '互联网+医疗模式']"
“智城模式”开启智慧城市新篇章.pdf,2014,"['智慧城市', '智城模式', '智慧能源管理', '绿色智慧医疗', '智能交通', '智慧城市综合体', '绿色智慧酒店', '信息资源管理', '智能建筑']"
从信息化建设走向智慧医院打造.pdf,2020,"['智慧医院', '互联网+医疗', '信息化建设', '电子病历', '数据共享', '智慧医疗']"
银医通系统设计和应用实践.pdf,2020,"['银医通系统', '自助服务', '分诊系统', '就医流程', '智慧医院']"
浅议如何加强医院内部控制建设.pdf,2016,"['医院', '内部控制', '问题', '对策']"
陈肖鸣温州医科大学附属第一医院院长力推“智慧医院”.pdf,2015,"['智慧医院', '支付宝未来医院计划', '患者实名预约预存服务', '自助服务机', '院外关怀系统', '医患沟通', '分级诊疗', '院外医疗']"
基于轻量级J2EE的医院智慧财务报帐自动管理系统设计.pdf,2022,"['轻量级J2EE', '财务报帐', '管理系统']"
智慧精益：中日友好医院的耗材管理之道.pdf,2021,"['智慧精益', '耗材管理', '医院学科发展', '医用耗材集采', '精细化管理', '医学工程管理', '公立医院高质量发展', '医疗装备管理', '医工融合', '医疗设备高质量管理']"
临床科室效能建设的保障能力及其构成要素.pdf,2022,"['科室效能', '保障能力', '信息化', '多学科协作', '分级诊疗']"
“互联网+智慧医疗”背景下的医院人力资源管理提升策略.pdf,2023,"['互联网', '智慧医疗', '人力资源管理']"
以更紧密的合作模式促进“智慧医疗”发展——记温州医科大学联想智慧医疗研究院成立.pdf,2014,"['智慧医疗', '医企联合', '信息化', '医院转型', '人才培养', '科研', '软件研发', 'IT基础架构', '解决方案', '合作模式']"
医院财务管理智能化建设探析.pdf,2023,"['财务智能化', '医院财务', '会计信息化']"
新医改环境下医院“智慧财务”应用研究.pdf,2020,"['智慧财务', '高质量发展', '风险防控']"
基于人工智能下医院网络安全信息化的建设.pdf,2020,"['人工智能', '医院', '网络安全', '信息化建设']"
医院医用气体智慧运维系统的构建与应用.pdf,2023,"['医用气体', '智慧运维', '集中监控', '效率', '安全']"
高质量发展背景下，医院人文建设路线图.pdf,2021,
医院健康医疗数据治理探讨.pdf,2021,"['医院', '健康医疗数据', '数据治理']"
智慧医院平台在九江城区慢性病健康管理中的应用研究.pdf,2022,"['健康管理', '智慧医院平台', '慢性病', '新型冠状病毒肺炎']"
人工智能_智慧医院现状与发展趋势研究_张梦圆.pdf,2021,"['人工智能', '智慧医院', '医疗大数据', '发展趋势']"
智慧医疗情境下信息交互及效果评价研究.pdf,2020,
医院智慧服务分级评估标准体系（试行）_1.pdf,2019,"['中医药信息获取', '性别差异', '教育程度影响', '年龄段差异', '中医药态度', '智慧医疗服务', '医院信息化建设', '患者就医体验', '健康管理', '胸痛中心', '医疗流程优化', '智慧服务分级评估']"
智慧医疗正在走来.pdf,2014,"['分组化OTN', 'IP业务', 'LTE网络', '多业务承载', '智能管道', '运营商传送网', '数据网融合', '网络架构', '设备测试', '商用阶段', '大容量', '多业务', '高安全', '业务承载']"
构建医院智慧手术室的探索与思考.pdf,2021,"['智慧手术室', '人工智能', '智慧医疗']"
信息化技术在智慧病房建设中的作用.pdf,2019,"['信息化技术', '智慧病房建设', '智能化管理', '医疗供给', '智慧医疗', '医院信息化']"
沭阳县中医院“做负责任的医院”.pdf,2015,"['县级医院', '医疗服务', '中医特色', '智慧医院', '责任担当']"
重庆市智慧医院建设与评审.pdf,2021,"['智慧医院建设', '指标', '评审方法', '持续优化']"
基于我国医疗现状的医院建筑设计探索.pdf,2020,"['以人为本设计理念', '创造宜人医疗环境', '适应医院发展需求']"
互联网时代传统医疗机构的转型战略.pdf,2018,
智慧医院建设背景下专科医疗质量管理与人力资源管理的契合研究.pdf,2022,"['医疗质量管理', '人力资源管理', '智慧医疗']"
基于业财融合视角的公立医院智慧财务体系研究.pdf,2020,"['公立医院', '业财融合', '智慧财务体系']"
基于微服务架构智慧门诊建设提升医院医疗服务质量.pdf,2021,"['智慧门诊', '智慧服务', '智慧管理', '智慧支撑', '微服务架构', '医院信息化', '医疗服务质量', '互联网+', '自助服务', '医疗改革']"
从远程医疗到互联网+人工智...I）医疗看医疗数字化的演进_魏东海.pdf,2022,"['远程医疗', '人工智能', '智慧医院']"
浅谈智慧财务对公立医院内控管理的积极影响.pdf,2020,"['智慧财务', '公立医院', '内控管理', '积极影响']"
党媒数字化服务赋能公立医院浙江智慧网络医院建设的技术实践与探索.pdf,2023,"['党媒数字化服务', '公立医院', '浙江智慧网络医院', '互联网+医疗健康', '区域化妇幼护理', '远程医疗协作', '全病程智能化主动管理']"
安徽省立医院智慧财务建设实践.pdf,2020,"['公立医院', '智慧财务', '建设路径']"
智慧医院信息化人才建设现状分析和改进思路.pdf,2021,"['智慧医院', '医院信息化', '信息人才', '人才培养']"
探索智慧化医学教学模式——浙江医院医学模拟中心.pdf,2010,"['经济增长', '货币政策', '财政政策']"
整体性治理下我国县域医共体信息化建设现状分析.pdf,2023,"['县域医共体', '信息化', '整体性治理']"
医院物资配送智慧化管理.pdf,2019,"['医院', '物流', '管理', '物资配送', '智慧化管理', '物流系统', '人工配送']"
多维重构绿色低碳——浅议后疫情时代的中国医院发展.pdf,2023,"['后疫情时代', '医院建筑', '防疫体系', '分级诊疗', '智慧医疗', '在地性', '绿色医院']"
以数据为基础的医院智慧服务绩效管理实践与探讨.pdf,2020,"['智慧服务', '数据', '绩效考核', '指标']"
